List,Order,Item,Condition,Amb,Vis,Half,expTrials,FirstDisplay,SecondDisplay,sentence,Chinese,Italian,recordingName
1,32,12,2,1,2,1,Y,2121.jpg,2122.jpg,The queen went for a walk with the princess.,王后和公主去散步。,La regina ha fatto una passeggiata con la principessa.,Y_List1_Order32_Item_12_Cond2
2,32,12,3,2,1,1,Y,3121.jpg,3122.jpg,The queen went for a walk with the prince.,王后和王子去散步。,La regina ha fatto una passeggiata con il principe.,Y_List2_Order32_Item_12_Cond3
3,32,12,4,2,2,1,Y,4121.jpg,4122.jpg,The queen went for a walk with the prince.,王后和王子去散步。,La regina ha fatto una passeggiata con il principe.,Y_List3_Order32_Item_12_Cond4
4,32,12,1,1,1,1,Y,1121.jpg,1122.jpg,The queen went for a walk with the princess.,王后和公主去散步。,La regina ha fatto una passeggiata con la principessa.,Y_List4_Order32_Item_12_Cond1
1,34,x16,,,,2,N,x0101.jpg,x0102.jpg,The skater thought she was going to hit the ball.,溜冰的人本以为自己能踢中球。,La pattinatrice pensava che avrebbe colpito la palla.,N_List1_Order34_Item_x16_Cond
2,34,x16,,,,2,N,x0101.jpg,x0102.jpg,The skater thought she was going to hit the ball.,溜冰的人本以为自己能踢中球。,La pattinatrice pensava che avrebbe colpito la palla.,N_List2_Order34_Item_x16_Cond
3,34,x16,,,,2,N,x0101.jpg,x0102.jpg,The skater thought she was going to hit the ball.,溜冰的人本以为自己能踢中球。,La pattinatrice pensava che avrebbe colpito la palla.,N_List3_Order34_Item_x16_Cond
4,34,x16,,,,2,N,x0101.jpg,x0102.jpg,The skater thought she was going to hit the ball.,溜冰的人本以为自己能踢中球。,La pattinatrice pensava che avrebbe colpito la palla.,N_List4_Order34_Item_x16_Cond
1,35,x17,,,,2,N,x1601.jpg,x1602.jpg,The rescuer asked the patient to evacuate the building.,救援人员让病人撤离那栋建筑。,Il soccorritore ha chiesto al paziente di evacuare l'edificio.,N_List1_Order35_Item_x17_Cond
2,35,x17,,,,2,N,x1601.jpg,x1602.jpg,The rescuer asked the patient to evacuate the building.,救援人员让病人撤离那栋建筑。,Il soccorritore ha chiesto al paziente di evacuare l'edificio.,N_List2_Order35_Item_x17_Cond
3,35,x17,,,,2,N,x1601.jpg,x1602.jpg,The rescuer asked the patient to evacuate the building.,救援人员让病人撤离那栋建筑。,Il soccorritore ha chiesto al paziente di evacuare l'edificio.,N_List3_Order35_Item_x17_Cond
4,35,x17,,,,2,N,x1601.jpg,x1602.jpg,The rescuer asked the patient to evacuate the building.,救援人员让病人撤离那栋建筑。,Il soccorritore ha chiesto al paziente di evacuare l'edificio.,N_List4_Order35_Item_x17_Cond
1,36,13,1,1,1,2,Y,1131.jpg,1132.jpg,The sheriff talked about politics with the groom.,警长和新郎聊了政治。,Lo sceriffo ha parlato di politica con lo sposo.,Y_List1_Order36_Item_13_Cond1
2,36,13,2,1,2,2,Y,2131.jpg,2132.jpg,The sheriff talked about politics with the groom.,警长和新郎聊了政治。,Lo sceriffo ha parlato di politica con lo sposo.,Y_List2_Order36_Item_13_Cond2
3,36,13,3,2,1,2,Y,3131.jpg,3132.jpg,The sheriff talked about politics with the bride.,警长和新娘聊了政治。,Lo sceriffo ha parlato di politica con la sposa.,Y_List3_Order36_Item_13_Cond3
4,36,13,4,2,2,2,Y,4131.jpg,4132.jpg,The sheriff talked about politics with the bride.,警长和新娘聊了政治。,Lo sceriffo ha parlato di politica con la sposa.,Y_List4_Order36_Item_13_Cond4
1,37,x18,,,,2,N,x1701.jpg,x1702.jpg,The ice cream man saw a soldier in the park.,卖冰淇淋的人看见公园里有名士兵。,Il venditore di gelato ha visto un soldato nel parco.,N_List1_Order37_Item_x18_Cond
2,37,x18,,,,2,N,x1701.jpg,x1702.jpg,The ice cream man saw a soldier in the park.,卖冰淇淋的人看见公园里有名士兵。,Il venditore di gelato ha visto un soldato nel parco.,N_List2_Order37_Item_x18_Cond
3,37,x18,,,,2,N,x1701.jpg,x1702.jpg,The ice cream man saw a soldier in the park.,卖冰淇淋的人看见公园里有名士兵。,Il venditore di gelato ha visto un soldato nel parco.,N_List3_Order37_Item_x18_Cond
4,37,x18,,,,2,N,x1701.jpg,x1702.jpg,The ice cream man saw a soldier in the park.,卖冰淇淋的人看见公园里有名士兵。,Il venditore di gelato ha visto un soldato nel parco.,N_List4_Order37_Item_x18_Cond
1,38,x19,,,,2,N,x3001.jpg,x3002.jpg,The golfer enjoyed bird-watching before the game.,高尔夫球运动员喜欢在比赛前观鸟。,La giocatrice di golf amava osservare gli uccelli prima di giocare a golf.,N_List1_Order38_Item_x19_Cond
2,38,x19,,,,2,N,x3001.jpg,x3002.jpg,The golfer enjoyed bird-watching before the game.,高尔夫球运动员喜欢在比赛前观鸟。,La giocatrice di golf amava osservare gli uccelli prima di giocare a golf.,N_List2_Order38_Item_x19_Cond
3,38,x19,,,,2,N,x3001.jpg,x3002.jpg,The golfer enjoyed bird-watching before the game.,高尔夫球运动员喜欢在比赛前观鸟。,La giocatrice di golf amava osservare gli uccelli prima di giocare a golf.,N_List3_Order38_Item_x19_Cond
4,38,x19,,,,2,N,x3001.jpg,x3002.jpg,The golfer enjoyed bird-watching before the game.,高尔夫球运动员喜欢在比赛前观鸟。,La giocatrice di golf amava osservare gli uccelli prima di giocare a golf.,N_List4_Order38_Item_x19_Cond
1,39,14,4,2,2,2,Y,4141.jpg,4142.jpg,The kitchenmaid had put out a fire with the king.,女佣和国王一起灭了火。,La cameriera aveva spento l'incendio con il re.,Y_List1_Order39_Item_14_Cond4
2,39,14,1,1,1,2,Y,1141.jpg,1142.jpg,The kitchenmaid had put out a fire with the queen.,女佣和王后一起灭了火。,La cameriera aveva spento l'incendio con la regina.,Y_List2_Order39_Item_14_Cond1
3,39,14,2,1,2,2,Y,2141.jpg,2142.jpg,The kitchenmaid had put out a fire with the queen.,女佣和王后一起灭了火。,La cameriera aveva spento l'incendio con la regina.,Y_List3_Order39_Item_14_Cond2
4,39,14,3,2,1,2,Y,3141.jpg,3142.jpg,The kitchenmaid had put out a fire with the king.,女佣和国王一起灭了火。,La cameriera aveva spento l'incendio con il re.,Y_List4_Order39_Item_14_Cond3
1,40,x19,,,,2,N,x1801.jpg,x1802.jpg,The Mexican was happy with the number of eggs  he counted.,墨西哥人对蛋的数量很满意。,Il messicano era contento del numero di uova che aveva contato.,N_List1_Order40_Item_x19_Cond
2,40,x19,,,,2,N,x1801.jpg,x1802.jpg,The Mexican was happy with the number of eggs  he counted.,墨西哥人对蛋的数量很满意。,Il messicano era contento del numero di uova che aveva contato.,N_List2_Order40_Item_x19_Cond
3,40,x19,,,,2,N,x1801.jpg,x1802.jpg,The Mexican was happy with the number of eggs  he counted.,墨西哥人对蛋的数量很满意。,Il messicano era contento del numero di uova che aveva contato.,N_List3_Order40_Item_x19_Cond
4,40,x19,,,,2,N,x1801.jpg,x1802.jpg,The Mexican was happy with the number of eggs  he counted.,墨西哥人对蛋的数量很满意。,Il messicano era contento del numero di uova che aveva contato.,N_List4_Order40_Item_x19_Cond
1,41,15,2,1,2,2,Y,2151.jpg,2152.jpg,The pirate escaped from jail with the gentleman.,海盗和绅士一起逃出了监狱。,Il pirata e' scappato da prigione con il signore.,Y_List1_Order41_Item_15_Cond2
2,41,15,3,2,1,2,Y,3151.jpg,3152.jpg,The pirate escaped from jail with the lady.,海盗和女士一起逃出了监狱。,Il pirata e' scappato da prigione con la signora.,Y_List2_Order41_Item_15_Cond3
3,41,15,4,2,2,2,Y,4151.jpg,4152.jpg,The pirate escaped from jail with the lady.,海盗和女士一起逃出了监狱。,Il pirata e' scappato da prigione con la signora.,Y_List3_Order41_Item_15_Cond4
4,41,15,1,1,1,2,Y,1151.jpg,1152.jpg,The pirate escaped from jail with the gentleman.,海盗和绅士一起逃出了监狱。,Il pirata e' scappato da prigione con il signore.,Y_List4_Order41_Item_15_Cond1
1,42,x20,,,,2,N,x0901.jpg,x0902.jpg,Grandmother's cat was very hard to handle.,奶奶的猫非常难缠。,Il gatto della nonna e' molto difficile da trattare.,N_List1_Order42_Item_x20_Cond
2,42,x20,,,,2,N,x0901.jpg,x0902.jpg,Grandmother's cat was very hard to handle.,奶奶的猫非常难缠。,Il gatto della nonna e' molto difficile da trattare.,N_List2_Order42_Item_x20_Cond
3,42,x20,,,,2,N,x0901.jpg,x0902.jpg,Grandmother's cat was very hard to handle.,奶奶的猫非常难缠。,Il gatto della nonna e' molto difficile da trattare.,N_List3_Order42_Item_x20_Cond
4,42,x20,,,,2,N,x0901.jpg,x0902.jpg,Grandmother's cat was very hard to handle.,奶奶的猫非常难缠。,Il gatto della nonna e' molto difficile da trattare.,N_List4_Order42_Item_x20_Cond
1,43,16,3,2,1,2,Y,3161.jpg,3162.jpg,The gladiator went to the battleground with the countess.,角斗士和女爵士去了战场。,Il gladiatore e' andato al campo di battaglia con la contessa.,Y_List1_Order43_Item_16_Cond3
2,43,16,4,2,2,2,Y,4161.jpg,4162.jpg,The gladiator went to the battleground with the countess.,角斗士和女爵士去了战场。,Il gladiatore e' andato al campo di battaglia con la contessa.,Y_List2_Order43_Item_16_Cond4
3,43,16,1,1,1,2,Y,1161.jpg,1162.jpg,The gladiator went to the battleground with the admiral.,角斗士和将军去了战场。,Il gladiatore e' andato al campo di battaglia con l'ammiraglio.,Y_List3_Order43_Item_16_Cond1
4,43,16,2,1,2,2,Y,2161.jpg,2162.jpg,The gladiator went to the battleground with the admiral.,角斗士和将军去了战场。,Il gladiatore e' andato al campo di battaglia con l'ammiraglio.,Y_List4_Order43_Item_16_Cond2
1,44,x21,,,,2,N,x2001.jpg,x2002.jpg,The Egyptian had handed a hose to the roadworker.,埃及人将水管递给了修路工人。,L'egiziana aveva dato un tubo all'operaio.,N_List1_Order44_Item_x21_Cond
2,44,x21,,,,2,N,x2001.jpg,x2002.jpg,The Egyptian had handed a hose to the roadworker.,埃及人将水管递给了修路工人。,L'egiziana aveva dato un tubo all'operaio.,N_List2_Order44_Item_x21_Cond
3,44,x21,,,,2,N,x2001.jpg,x2002.jpg,The Egyptian had handed a hose to the roadworker.,埃及人将水管递给了修路工人。,L'egiziana aveva dato un tubo all'operaio.,N_List3_Order44_Item_x21_Cond
4,44,x21,,,,2,N,x2001.jpg,x2002.jpg,The Egyptian had handed a hose to the roadworker.,埃及人将水管递给了修路工人。,L'egiziana aveva dato un tubo all'operaio.,N_List4_Order44_Item_x21_Cond
1,45,x22,,,,2,N,x1101.jpg,x1102.jpg,The diver had just came out of the water after a long dive.,潜水员在水里潜了很久，刚刚才浮出水面。,Il sommozzatore era appena uscito dall'acqua dopo una lunga immersione.,N_List1_Order45_Item_x22_Cond
2,45,x22,,,,2,N,x1101.jpg,x1102.jpg,The diver had just came out of the water after a long dive.,潜水员在水里潜了很久，刚刚才浮出水面。,Il sommozzatore era appena uscito dall'acqua dopo una lunga immersione.,N_List2_Order45_Item_x22_Cond
3,45,x22,,,,2,N,x1101.jpg,x1102.jpg,The diver had just came out of the water after a long dive.,潜水员在水里潜了很久，刚刚才浮出水面。,Il sommozzatore era appena uscito dall'acqua dopo una lunga immersione.,N_List3_Order45_Item_x22_Cond
4,45,x22,,,,2,N,x1101.jpg,x1102.jpg,The diver had just came out of the water after a long dive.,潜水员在水里潜了很久，刚刚才浮出水面。,Il sommozzatore era appena uscito dall'acqua dopo una lunga immersione.,N_List4_Order45_Item_x22_Cond
1,46,17,1,1,1,2,Y,1171.jpg,1172.jpg,The lady discussed the weather with the mermaid.,女士和美人鱼聊了天气。,La signora ha discusso del tempo con la sirena.,Y_List1_Order46_Item_17_Cond1
2,46,17,2,1,2,2,Y,2171.jpg,2172.jpg,The lady discussed the weather with the mermaid.,女士和美人鱼聊了天气。,La signora ha discusso del tempo con la sirena.,Y_List2_Order46_Item_17_Cond2
3,46,17,3,2,1,2,Y,3171.jpg,3172.jpg,The lady discussed the weather with the pirate.,女士和海盗聊了天气。,La signora ha discusso del tempo con la sirena.,Y_List3_Order46_Item_17_Cond3
4,46,17,4,2,2,2,Y,4171.jpg,4172.jpg,The lady discussed the weather with the pirate.,女士和海盗聊了天气。,La signora ha discusso del tempo con la sirena.,Y_List4_Order46_Item_17_Cond4
1,47,x30,,,,2,N,x2801.jpg,x2802.jpg,The patient was recommended by the doctor to do some reading.,患者被医生推荐去读点东西。,Al paziente e' stato raccomandato dal dottore di leggere un po'.,N_List1_Order47_Item_x30_Cond
2,47,x30,,,,2,N,x2801.jpg,x2802.jpg,The patient was recommended by the doctor to do some reading.,患者被医生推荐去读点东西。,Al paziente e' stato raccomandato dal dottore di leggere un po'.,N_List2_Order47_Item_x30_Cond
3,47,x30,,,,2,N,x2801.jpg,x2802.jpg,The patient was recommended by the doctor to do some reading.,患者被医生推荐去读点东西。,Al paziente e' stato raccomandato dal dottore di leggere un po'.,N_List3_Order47_Item_x30_Cond
4,47,x30,,,,2,N,x2801.jpg,x2802.jpg,The patient was recommended by the doctor to do some reading.,患者被医生推荐去读点东西。,Al paziente e' stato raccomandato dal dottore di leggere un po'.,N_List4_Order47_Item_x30_Cond
1,48,18,2,1,2,2,Y,2181.jpg,2182.jpg,The admiral was having a laugh with the prince.,将军和王子嬉闹了一会儿。,L'ammiraglio stava scherzando con il principe.,Y_List1_Order48_Item_18_Cond2
2,48,18,3,2,1,2,Y,3181.jpg,3182.jpg,The admiral was having a laugh with the princess.,将军和公主嬉闹了一会儿。,L'ammiraglio stava scherzando con la principessa.,Y_List2_Order48_Item_18_Cond3
3,48,18,4,2,2,2,Y,4181.jpg,4182.jpg,The admiral was having a laugh with the princess.,将军和公主嬉闹了一会儿。,L'ammiraglio stava scherzando con la principessa.,Y_List3_Order48_Item_18_Cond4
4,48,18,1,1,1,2,Y,1181.jpg,1182.jpg,The admiral was having a laugh with the prince.,将军和王子嬉闹了一会儿。,L'ammiraglio stava scherzando con il principe.,Y_List4_Order48_Item_18_Cond1
1,49,x24,,,,2,N,x2301.jpg,x2302.jpg,The baby had just been hit by his own pram.,婴儿刚刚被自己的婴儿车给撞到了。,Il bebe' era appena stato colpito dalla sua stessa carrozzina.,N_List1_Order49_Item_x24_Cond
2,49,x24,,,,2,N,x2301.jpg,x2302.jpg,The baby had just been hit by his own pram.,婴儿刚刚被自己的婴儿车给撞到了。,Il bebe' era appena stato colpito dalla sua stessa carrozzina.,N_List2_Order49_Item_x24_Cond
3,49,x24,,,,2,N,x2301.jpg,x2302.jpg,The baby had just been hit by his own pram.,婴儿刚刚被自己的婴儿车给撞到了。,Il bebe' era appena stato colpito dalla sua stessa carrozzina.,N_List3_Order49_Item_x24_Cond
4,49,x24,,,,2,N,x2301.jpg,x2302.jpg,The baby had just been hit by his own pram.,婴儿刚刚被自己的婴儿车给撞到了。,Il bebe' era appena stato colpito dalla sua stessa carrozzina.,N_List4_Order49_Item_x24_Cond
1,50,19,3,2,1,2,Y,3191.jpg,3192.jpg,The Viking went to the lake with the nanny.,维京人和保姆去了湖边。,Il vichingo e' andato al lago con la bambinaia.,Y_List1_Order50_Item_19_Cond3
2,50,19,4,2,2,2,Y,4191.jpg,4192.jpg,The Viking went to the lake with the nanny.,维京人和保姆去了湖边。,Il vichingo e' andato al lago con la bambinaia.,Y_List2_Order50_Item_19_Cond4
3,50,19,1,1,1,2,Y,1191.jpg,1192.jpg,The Viking went to the lake with the cowboy.,维京人和牛仔去了湖边。,Il vichingo e' andato al lago con il cowboy.,Y_List3_Order50_Item_19_Cond1
4,50,19,2,1,2,2,Y,2191.jpg,2192.jpg,The Viking went to the lake with the cowboy.,维京人和牛仔去了湖边。,Il vichingo e' andato al lago con il cowboy.,Y_List4_Order50_Item_19_Cond2
1,51,x25,,,,2,N,x2401.jpg,x2402.jpg,The plumber gave the flower to the female doctor.,水管工将鲜花送给了女医生。,L'idraulico ha dato i fiori alla dottoressa.,N_List1_Order51_Item_x25_Cond
2,51,x25,,,,2,N,x2401.jpg,x2402.jpg,The plumber gave the flower to the female doctor.,水管工将鲜花送给了女医生。,L'idraulico ha dato i fiori alla dottoressa.,N_List2_Order51_Item_x25_Cond
3,51,x25,,,,2,N,x2401.jpg,x2402.jpg,The plumber gave the flower to the female doctor.,水管工将鲜花送给了女医生。,L'idraulico ha dato i fiori alla dottoressa.,N_List3_Order51_Item_x25_Cond
4,51,x25,,,,2,N,x2401.jpg,x2402.jpg,The plumber gave the flower to the female doctor.,水管工将鲜花送给了女医生。,L'idraulico ha dato i fiori alla dottoressa.,N_List4_Order51_Item_x25_Cond
1,52,20,4,2,2,2,Y,4201.jpg,4202.jpg,The girl was having fun with the wizard.,女孩和巫师玩得很开心。,La ragazzina si stava divertendo con il mago.,Y_List1_Order52_Item_20_Cond4
2,52,20,1,1,1,2,Y,1201.jpg,1202.jpg,The girl was having fun with the witch.,女孩和女巫玩得很开心。,La ragazzina si stava divertendo con la strega.,Y_List2_Order52_Item_20_Cond1
3,52,20,2,1,2,2,Y,2201.jpg,2202.jpg,The girl was having fun with the witch.,女孩和女巫玩得很开心。,La ragazzina si stava divertendo con la strega.,Y_List3_Order52_Item_20_Cond2
4,52,20,3,2,1,2,Y,3201.jpg,3202.jpg,The girl was having fun with the wizard.,女孩和巫师玩得很开心。,La ragazzina si stava divertendo con il mago.,Y_List4_Order52_Item_20_Cond3
1,53,x26,,,,2,N,x2501.jpg,x2502.jpg,The young man saw his neighbour's bin in the street.,年轻人在街上看见了领居家的垃圾桶。,Il giovanotto ha visto il bidone del suo vicino in strada,N_List1_Order53_Item_x26_Cond
2,53,x26,,,,2,N,x2501.jpg,x2502.jpg,The young man saw his neighbour's bin in the street.,年轻人在街上看见了领居家的垃圾桶。,Il giovanotto ha visto il bidone del suo vicino in strada,N_List2_Order53_Item_x26_Cond
3,53,x26,,,,2,N,x2501.jpg,x2502.jpg,The young man saw his neighbour's bin in the street.,年轻人在街上看见了领居家的垃圾桶。,Il giovanotto ha visto il bidone del suo vicino in strada,N_List3_Order53_Item_x26_Cond
4,53,x26,,,,2,N,x2501.jpg,x2502.jpg,The young man saw his neighbour's bin in the street.,年轻人在街上看见了领居家的垃圾桶。,Il giovanotto ha visto il bidone del suo vicino in strada,N_List4_Order53_Item_x26_Cond
1,54,21,2,1,2,2,Y,2211.jpg,2212.jpg,The prince went to the beach with the priest.,王子和牧师去了海边。,Il principe e' andato in spiaggia con il prete.,Y_List1_Order54_Item_21_Cond2
2,54,21,3,2,1,2,Y,3211.jpg,3212.jpg,The prince went to the beach with the nun.,王子和修女去了海边。,Il principe e' andato in spiaggia con la suora.,Y_List2_Order54_Item_21_Cond3
3,54,21,4,2,2,2,Y,4211.jpg,4212.jpg,The prince went to the beach with the nun.,王子和修女去了海边。,Il principe e' andato in spiaggia con la suora.,Y_List3_Order54_Item_21_Cond4
4,54,21,1,1,1,2,Y,1211.jpg,1212.jpg,The prince went to the beach with the priest.,王子和牧师去了海边。,Il principe e' andato in spiaggia con il prete.,Y_List4_Order54_Item_21_Cond1
1,55,x27,,,,2,N,x2901.jpg,x2902.jpg,The man had stolen money from the bank robber.,男人从银行劫匪那里偷走了钱。,L'uomo aveva rubato dei soldi al rapinatore.,N_List1_Order55_Item_x27_Cond
2,55,x27,,,,2,N,x2901.jpg,x2902.jpg,The man had stolen money from the bank robber.,男人从银行劫匪那里偷走了钱。,L'uomo aveva rubato dei soldi al rapinatore.,N_List2_Order55_Item_x27_Cond
3,55,x27,,,,2,N,x2901.jpg,x2902.jpg,The man had stolen money from the bank robber.,男人从银行劫匪那里偷走了钱。,L'uomo aveva rubato dei soldi al rapinatore.,N_List3_Order55_Item_x27_Cond
4,55,x27,,,,2,N,x2901.jpg,x2902.jpg,The man had stolen money from the bank robber.,男人从银行劫匪那里偷走了钱。,L'uomo aveva rubato dei soldi al rapinatore.,N_List4_Order55_Item_x27_Cond
1,56,x28,,,,2,N,x1001.jpg,x1002.jpg,The paramedic was looking forward to meeting the magician.,医务人员很期待能见到魔术师。,La dottoressa non vedeva l'ora di incontrare il prestigiatore.,N_List1_Order56_Item_x28_Cond
2,56,x28,,,,2,N,x1001.jpg,x1002.jpg,The paramedic was looking forward to meeting the magician.,医务人员很期待能见到魔术师。,La dottoressa non vedeva l'ora di incontrare il prestigiatore.,N_List2_Order56_Item_x28_Cond
3,56,x28,,,,2,N,x1001.jpg,x1002.jpg,The paramedic was looking forward to meeting the magician.,医务人员很期待能见到魔术师。,La dottoressa non vedeva l'ora di incontrare il prestigiatore.,N_List3_Order56_Item_x28_Cond
4,56,x28,,,,2,N,x1001.jpg,x1002.jpg,The paramedic was looking forward to meeting the magician.,医务人员很期待能见到魔术师。,La dottoressa non vedeva l'ora di incontrare il prestigiatore.,N_List4_Order56_Item_x28_Cond
1,57,22,3,2,1,2,Y,3221.jpg,3222.jpg,The woman was having a break with the pirate.,女人和海盗正在休息。,La donna stava facendo una pausa con il pirata.,Y_List1_Order57_Item_22_Cond3
2,57,22,4,2,2,2,Y,4221.jpg,4222.jpg,The woman was having a break with the pirate.,女人和海盗正在休息。,La donna stava facendo una pausa con il pirata.,Y_List2_Order57_Item_22_Cond4
3,57,22,1,1,1,2,Y,1221.jpg,1222.jpg,The woman was having a break with the mermaid.,女人和美人鱼正在休息。,La donna stava facendo una pausa con la sirena.,Y_List3_Order57_Item_22_Cond1
4,57,22,2,1,2,2,Y,2221.jpg,2222.jpg,The woman was having a break with the mermaid.,女人和美人鱼正在休息。,La donna stava facendo una pausa con la sirena.,Y_List4_Order57_Item_22_Cond2
1,58,x29,,,,2,N,x2701.jpg,x2702.jpg,The nurse saw that her chair was occupied by  a colleague.,护士发现一名同事正坐在她的椅子上。,L'infermiera ha notato che la sua sedia era occupata da un collega.,N_List1_Order58_Item_x29_Cond
2,58,x29,,,,2,N,x2701.jpg,x2702.jpg,The nurse saw that her chair was occupied by  a colleague.,护士发现一名同事正坐在她的椅子上。,L'infermiera ha notato che la sua sedia era occupata da un collega.,N_List2_Order58_Item_x29_Cond
3,58,x29,,,,2,N,x2701.jpg,x2702.jpg,The nurse saw that her chair was occupied by  a colleague.,护士发现一名同事正坐在她的椅子上。,L'infermiera ha notato che la sua sedia era occupata da un collega.,N_List3_Order58_Item_x29_Cond
4,58,x29,,,,2,N,x2701.jpg,x2702.jpg,The nurse saw that her chair was occupied by  a colleague.,护士发现一名同事正坐在她的椅子上。,L'infermiera ha notato che la sua sedia era occupata da un collega.,N_List4_Order58_Item_x29_Cond
1,59,23,1,1,1,2,Y,1231.jpg,1232.jpg,The farmer went to the village with the pilot.,农民和飞行员去了村庄。,Il contadino e' andato in paese con il pilota.,Y_List1_Order59_Item_23_Cond1
2,59,23,2,1,2,2,Y,2231.jpg,2232.jpg,The farmer went to the village with the pilot.,农民和飞行员去了村庄。,Il contadino e' andato in paese con il pilota.,Y_List2_Order59_Item_23_Cond2
3,59,23,3,2,1,2,Y,3231.jpg,3232.jpg,The farmer went to the village with the stewardess.,农民和乘务员去了村庄。,Il contadino e' andato in paese con la hostess.,Y_List3_Order59_Item_23_Cond3
4,59,23,4,2,2,2,Y,4231.jpg,4232.jpg,The farmer went to the village with the stewardess.,农民和乘务员去了村庄。,Il contadino e' andato in paese con la hostess.,Y_List4_Order59_Item_23_Cond4
1,60,x23,,,,2,N,x2201.jpg,x2202.jpg,The Roman soldier felt very tired after the battle.,罗马士兵结束了战斗，感到非常疲倦。,Il soldato romano era molto stanco dopo la battaglia.,N_List1_Order60_Item_x23_Cond
2,60,x23,,,,2,N,x2201.jpg,x2202.jpg,The Roman soldier felt very tired after the battle.,罗马士兵结束了战斗，感到非常疲倦。,Il soldato romano era molto stanco dopo la battaglia.,N_List2_Order60_Item_x23_Cond
3,60,x23,,,,2,N,x2201.jpg,x2202.jpg,The Roman soldier felt very tired after the battle.,罗马士兵结束了战斗，感到非常疲倦。,Il soldato romano era molto stanco dopo la battaglia.,N_List3_Order60_Item_x23_Cond
4,60,x23,,,,2,N,x2201.jpg,x2202.jpg,The Roman soldier felt very tired after the battle.,罗马士兵结束了战斗，感到非常疲倦。,Il soldato romano era molto stanco dopo la battaglia.,N_List4_Order60_Item_x23_Cond
1,61,24,4,2,2,2,Y,4241.jpg,4242.jpg,The countess toured the country with the boy.,女爵士和男孩环游了全国。,La contessa ha fatto un viaggio con il ragazzo.,Y_List1_Order61_Item_24_Cond4
2,61,24,1,1,1,2,Y,1241.jpg,1242.jpg,The countess toured the country with the girl.,女爵士和女孩环游了全国。,La contessa ha fatto un viaggio con la ragazza.,Y_List2_Order61_Item_24_Cond1
3,61,24,2,1,2,2,Y,2241.jpg,2242.jpg,The countess toured the country with the girl.,女爵士和女孩环游了全国。,La contessa ha fatto un viaggio con la ragazza.,Y_List3_Order61_Item_24_Cond2
4,61,24,3,2,1,2,Y,3241.jpg,3242.jpg,The countess toured the country with the boy.,女爵士和男孩环游了全国。,La contessa ha fatto un viaggio con il ragazzo.,Y_List4_Order61_Item_24_Cond3
